IP Address,Flows
174.48.244.28,1
109.255.178.86,2
207.46.125.253,1
204.9.163.158,6
70.67.177.253,1
65.55.206.9,2
65.54.95.216,6
70.37.129.34,2
65.54.95.142,6
204.9.163.166,2
188.163.1.229,1
64.4.9.254,2
72.14.213.138,2
64.4.35.57,2
208.50.77.97,2
208.50.77.73,2
70.37.129.32,1
207.46.148.38,4
91.103.140.2,1
24.78.140.118,1
95.139.1.252,1
145.120.22.109,1
206.108.207.163,1
109.227.83.224,2
109.90.123.126,2
93.181.202.185,1
65.54.95.149,1
72.14.213.148,1
208.50.77.134,1
192.168.3.90,2
188.2.252.64,1
10.0.2.3,3
192.168.3.99,1
79.143.161.140,1
66.235.136.89,1
72.14.213.120,3
72.14.213.132,1
192.168.0.2,1
212.8.166.36,1
208.88.186.244,1
65.55.5.231,1
204.194.237.136,1
192.168.3.131,644
72.14.213.132,2
172.16.255.1,99
195.27.155.11,3
208.82.236.130,15
184.85.226.161,15
65.54.95.142,2
72.14.213.147,16
147.31.122.1,9
130.117.72.100,13
208.50.77.97,2
76.74.140.168,1
65.55.206.199,15
65.54.189.173,8
65.54.95.216,6
65.54.95.68,50
204.14.234.85,65
128.241.90.211,2
65.54.95.75,43
70.37.129.32,6
10.0.2.15,72
76.167.181.32,1
194.192.199.252,3
207.46.148.38,11
207.46.96.145,5
204.9.163.166,3
72.14.213.102,13
69.63.181.15,3
209.17.73.30,16
204.9.163.181,4
92.247.222.20,1
207.46.0.109,4
72.14.213.18,6
206.108.207.155,1
204.9.163.158,7
172.16.133.82,234
172.16.139.250,21202
157.56.242.198,316
96.43.146.50,60
172.16.128.254,12
172.16.133.92,552
172.16.133.99,274
172.16.133.57,2156
66.151.158.187,14
96.43.146.48,1037
172.16.133.39,1057
67.217.64.49,208
68.64.29.40,336
172.16.133.85,436
172.16.133.49,591
172.16.133.75,353
172.16.133.233,542
98.138.19.88,26
96.43.146.22,588
216.115.222.200,13
8.8.8.8,188
172.16.133.53,613
68.64.21.36,253
96.43.146.176,601
172.16.133.56,848
98.139.134.187,20
172.16.133.132,917
172.16.128.233,548
64.56.203.22,63
68.64.21.62,2822
172.16.133.121,395
202.173.24.200,8
172.16.133.60,624
172.16.133.114,749
216.115.208.199,211
172.16.133.47,556
64.74.80.244,72
68.64.21.45,1020
172.16.125.220,292
67.217.78.36,145
172.16.133.25,1133
68.64.21.44,336
172.16.133.109,156
172.16.133.78,1504
68.64.21.46,136
67.217.65.65,76
98.139.161.29,14
5.79.25.106,22
76.13.6.174,20
67.217.78.32,145
216.219.115.250,17
216.219.112.250,11
172.16.133.26,1721
98.139.240.23,25
172.16.133.24,222
172.16.133.252,28
172.16.133.23,49
172.16.133.36,1210
172.16.133.28,415
5.79.25.105,30
216.115.216.44,43
208.85.40.20,4
172.16.133.11,56
172.16.128.169,258
172.16.133.72,43
172.16.133.95,1233
172.16.133.76,85
172.16.133.46,21
172.16.133.87,761
68.64.21.40,323
172.16.133.37,829
205.203.132.1,6
172.16.133.235,23
216.137.33.209,2
172.16.133.83,53
67.217.65.99,75
74.125.226.222,15
172.16.133.103,16
172.16.133.67,693
172.16.133.118,555
172.16.133.20,348
172.16.133.29,216
67.217.66.244,12
68.64.21.41,692
72.52.5.192,11
173.194.75.103,25
172.16.133.119,3
216.115.216.101,74
68.64.21.42,716
64.74.80.15,45
172.16.133.41,676
172.16.133.73,855
172.16.133.54,702
172.16.133.163,667
54.243.68.206,3
23.0.52.46,3
206.33.41.253,62
173.194.43.45,69
107.22.199.132,12
64.90.204.229,54
68.64.21.71,18
23.15.129.231,14
216.115.217.144,50
172.16.133.35,55
64.74.80.185,42
172.16.133.50,52
68.64.29.28,240
172.16.133.126,106
23.21.122.20,4
23.21.62.199,23
172.16.133.6,682
67.217.65.54,66
184.73.255.87,3
68.33.218.83,4
96.43.146.164,10
172.16.133.93,651
216.185.152.111,11
172.16.133.120,120
74.125.226.214,18
172.16.133.116,838
68.64.24.250,45
172.16.133.96,328
216.219.115.183,133
208.92.54.5,143
157.56.234.118,99
169.233.51.66,124
216.115.217.225,70
67.217.65.49,106
132.245.1.150,166
204.232.250.57,7
107.20.103.220,45
67.217.66.49,103
74.125.226.26,6
216.246.75.64,4
67.217.66.99,73
172.16.133.12,180
216.52.242.80,196
67.217.64.65,97
172.16.133.33,61
69.9.238.98,5
68.64.21.37,360
67.217.64.99,1653
172.16.133.255,66
172.16.133.207,528
216.137.33.57,5
72.21.195.34,3
23.67.242.42,2
216.115.219.126,30
216.115.217.201,97
172.16.128.202,127
68.64.13.250,9
173.194.43.40,36
70.42.13.101,8
208.111.161.254,112
208.71.123.129,1
172.16.133.44,112
172.16.133.1,32
132.245.2.22,73
67.217.64.54,131
23.67.242.64,1
173.194.43.30,4
184.72.255.145,12
216.115.216.98,40
216.219.115.160,86
67.217.64.97,28
172.16.133.19,3
50.78.11.102,10
172.16.131.10,99
68.9.194.237,14
198.82.107.217,11
66.31.24.112,12
198.82.205.114,16
187.59.124.8,7
24.210.53.247,6
74.101.38.221,18
23.32.176.63,9
172.16.133.237,12
68.87.152.189,6
71.252.224.198,10
74.125.226.228,8
96.43.146.178,67
199.102.234.31,81
207.171.14.112,1
71.234.178.21,13
130.64.83.164,10
209.6.55.79,10
64.208.138.118,1
209.34.90.75,2
74.125.226.224,1
54.243.70.224,2
68.87.147.81,7
23.13.211.100,38
108.59.243.194,13
174.129.24.14,46
157.56.236.102,59
216.115.216.31,72
23.15.129.86,42
74.125.226.207,37
68.49.1.159,9
4.69.134.74,5
172.16.133.45,226
67.152.103.227,27
67.217.86.146,5
198.145.13.24,3
74.125.226.86,16
216.219.115.17,59
172.16.133.254,98
23.62.105.87,35
4.71.172.82,3
172.16.133.42,32
68.64.30.250,7
184.73.181.74,103
157.56.244.214,75
68.64.28.20,70
64.74.80.188,71
172.16.133.48,229
173.194.75.104,42
72.14.238.232,8
172.16.133.90,13
173.194.74.155,1
199.16.156.8,3
173.194.43.32,33
239.255.255.250,67
74.125.226.213,5
172.16.133.153,317
209.107.209.50,55
74.121.134.156,1
216.219.115.163,76
24.44.106.119,20
172.16.133.128,78
74.125.226.91,13
172.16.128.15,39
172.16.133.68,103
23.60.245.109,1
23.67.242.73,17
172.16.133.112,52
23.22.135.102,6
204.232.201.76,8
173.194.43.0,17
74.125.226.60,5
157.56.240.102,1551
173.194.43.36,38
173.194.43.58,50
23.46.17.231,3
172.16.133.115,55
107.22.18.198,48
67.217.64.64,23
23.20.10.203,18
68.64.28.169,2
180.153.30.250,19
68.67.159.147,3
74.119.118.94,11
208.71.123.86,2
23.67.243.65,6
173.194.43.38,51
64.94.2.224,2
74.119.118.84,6
8.8.4.4,12
208.111.160.6,114
157.56.241.150,59
50.136.53.54,12
23.45.65.19,5
23.66.230.80,47
64.94.107.14,10
23.33.81.244,24
64.30.236.34,2
172.16.133.113,86
216.219.120.244,11
67.217.94.254,17
65.31.30.198,12
216.115.220.254,9
69.25.24.24,15
23.62.151.196,1
98.138.49.43,31
23.0.51.167,4
206.188.4.2,2
67.217.94.204,3
202.173.27.250,14
172.16.133.88,6
173.49.112.206,11
74.125.226.77,8
23.32.180.174,8
172.16.133.97,19
67.217.66.54,72
23.60.230.152,1
67.217.88.129,5
172.16.133.71,73
172.16.133.18,483
165.124.181.58,17
23.67.242.11,4
205.234.225.216,1
157.56.238.6,191
172.16.133.66,408
173.194.76.125,13
224.0.0.251,4
173.194.43.47,48
216.115.217.254,13
173.194.43.39,38
68.64.28.108,4
4.69.132.85,2
172.16.133.13,30
172.16.133.51,7
96.43.146.160,2
78.108.117.250,13
107.23.112.156,2
209.85.252.242,5
23.33.94.91,2
68.49.25.49,8
172.16.133.101,13
64.94.107.62,15
8.27.243.253,76
68.86.93.185,3
68.85.69.49,2
184.73.197.44,23
173.194.74.84,13
67.217.66.65,60
23.33.47.60,53
54.243.254.190,63
224.0.0.22,23
70.99.54.203,55
74.125.133.189,2
4.71.186.33,2
67.217.78.31,20
173.194.43.59,41
173.194.43.57,48
96.8.82.144,4
174.129.24.9,190
173.194.43.33,39
173.59.1.130,13
208.47.254.83,19
23.20.41.5,3
74.125.226.193,7
157.55.113.200,2
4.69.132.89,1
173.194.75.106,13
157.56.245.198,50
67.228.168.221,10
138.108.6.20,21
23.33.91.46,2
67.217.95.254,13
96.43.149.26,14
67.217.64.100,20
23.33.44.150,3
131.203.115.170,2
64.74.101.52,1
4.69.140.141,2
4.69.134.137,1
172.16.133.110,4
207.38.140.238,9
96.43.148.26,13
23.33.47.100,46
128.119.195.145,17
74.125.226.245,37
216.115.217.198,33
4.71.208.18,1
68.64.28.91,5
74.125.226.201,10
172.16.133.21,150
172.16.133.43,24
172.16.133.63,238
67.217.86.124,3
69.171.235.16,13
173.194.68.189,15
184.173.190.13,7
184.51.251.100,3
23.33.81.213,29
122.161.67.119,1
199.59.149.230,4
173.194.43.43,18
67.217.65.244,7
72.80.185.137,13
64.94.107.18,7
216.115.212.254,11
208.47.254.81,50
173.194.75.99,18
173.194.43.53,65
208.85.42.33,56
172.16.133.16,352
23.67.242.59,1
23.67.242.8,2
209.46.23.85,11
69.120.250.50,12
67.69.196.147,1
138.108.7.20,9
4.69.134.154,1
216.115.217.210,31
172.16.133.34,105
108.59.243.202,9
216.219.115.54,16
173.194.43.54,68
173.194.43.46,16
74.3.237.146,5
172.16.128.201,239
157.56.232.214,376
68.87.152.185,29
216.115.209.97,15
184.73.235.12,6
67.244.23.29,5
216.137.33.105,1
97.89.18.110,9
173.194.43.44,5
173.194.43.21,25
173.194.43.42,11
173.194.43.9,17
23.21.114.119,1
172.16.133.40,446
64.74.80.187,4
64.94.18.131,1
173.194.43.6,5
86.162.66.33,1
173.194.43.35,40
172.16.139.241,48
50.19.123.188,3
81.17.254.12,1
157.56.237.150,59
208.81.234.106,1
91.103.138.13,1
208.89.13.133,8
74.125.170.42,261
107.22.210.163,10
23.0.49.244,69
173.194.43.3,5
172.16.133.184,473
157.56.236.89,11
205.216.16.228,148
172.16.133.232,4
204.14.232.101,6
173.204.234.153,8
202.173.28.250,4
173.194.43.41,33
173.194.43.37,18
208.117.233.13,3
54.235.187.196,45
74.125.0.74,2
173.194.43.61,3
50.16.236.32,5
172.16.133.27,52
204.236.224.158,24
205.188.9.102,3
173.194.43.55,6
216.115.208.203,9
108.168.241.135,16
157.56.240.137,10
157.56.244.217,4
173.194.43.34,45
173.194.76.189,4
216.137.33.45,3
204.246.169.230,3
107.20.161.243,5
157.56.234.137,10
50.30.152.70,20
67.217.67.129,19
157.56.240.22,3
99.138.108.122,1
72.233.61.123,2
38.124.22.82,25
172.16.133.55,390
255.255.255.255,20
93.184.216.119,2
172.16.133.248,23
74.121.142.246,2
72.14.232.21,3
173.194.74.95,20
70.184.144.100,7
74.125.226.227,4
209.112.253.15,25
216.185.152.144,8
209.107.209.26,3
23.67.242.10,9
69.174.248.253,33
172.16.128.203,3
38.100.166.70,1
141.101.113.194,17
69.132.122.65,4
199.94.91.63,3
93.184.216.139,9
216.151.187.105,2
23.46.20.239,3
174.37.29.147,1
65.55.227.188,1
23.59.225.224,4
208.47.254.58,1
208.47.254.73,6
68.142.108.128,2
64.17.236.31,55
23.60.158.239,3
69.28.187.188,11
63.251.134.223,1
69.164.34.128,3
193.182.8.52,45
173.252.110.27,58
23.67.243.89,5
68.64.28.123,5
157.56.52.30,3
208.47.254.64,1
205.251.242.39,2
23.33.111.139,4
173.194.43.60,61
173.194.75.147,22
50.16.211.32,10
23.33.95.139,14
74.125.226.7,7
184.73.225.104,47
23.60.225.244,4
131.253.14.73,2
23.59.228.136,2
204.145.89.40,3
38.70.64.178,40
74.125.226.195,7
173.194.41.111,12
74.125.226.47,12
69.174.248.254,17
72.233.111.159,1
173.192.61.226,3
172.16.133.58,14
23.32.182.35,1
63.241.108.124,14
74.125.226.6,1
224.0.0.252,3
74.125.226.90,5
208.47.254.90,1
107.21.241.184,2
172.16.133.84,42
174.37.29.148,11
23.46.20.251,1
12.130.81.225,1
75.101.129.242,1
23.60.241.224,11
72.14.238.18,4
12.129.199.104,2
23.33.83.78,35
208.47.254.26,8
23.33.82.110,19
184.84.3.78,48
172.16.133.242,34
63.208.138.234,1
205.203.131.32,3
67.228.168.217,1
199.127.194.80,4
107.22.214.3,5
208.47.254.32,6
205.251.242.128,4
184.84.43.32,2
173.194.74.189,1
74.205.80.2,6
208.47.254.82,4
173.194.31.178,12
199.127.194.206,1
208.44.23.59,4
216.115.223.200,20
216.52.121.204,64
173.194.74.121,9
172.16.133.15,7
23.45.65.57,16
172.16.133.247,1
67.69.174.17,2
216.219.117.209,7
199.204.31.83,10
23.60.244.136,1
208.47.254.67,2
72.21.91.19,4
67.217.64.244,22
50.17.253.124,2
74.125.226.67,19
74.125.226.192,3
74.125.226.59,4
208.47.254.24,5
74.125.226.8,2
74.125.142.125,2
216.137.33.133,1
208.47.254.9,18
23.67.242.27,7
129.10.139.136,11
174.35.22.77,1
66.114.52.25,1
67.69.174.9,30
208.47.254.56,1
74.125.226.229,2
23.60.158.251,1
23.60.238.131,11
67.69.174.122,1
23.21.215.52,3
132.245.1.166,2
172.16.133.17,5
74.125.226.58,4
199.204.31.89,13
98.139.240.22,4
216.219.113.250,20
74.120.148.5,2
184.169.133.107,3
216.151.187.131,1
50.16.233.105,1
173.192.42.178,1
66.235.133.14,1
129.64.197.158,12
24.63.70.49,7
74.120.148.2,12
66.235.142.49,1
74.125.226.13,10
67.69.196.41,1
50.18.47.197,1
23.61.18.110,2
74.125.226.25,2
67.69.174.123,2
199.59.148.86,16
199.204.31.123,3
31.13.74.7,8
23.21.250.167,5
174.35.24.67,11
66.151.150.190,26
174.35.22.85,4
78.108.118.250,36
206.188.4.9,2
157.56.52.24,2
69.2.103.57,11
208.71.125.72,2
68.67.159.201,5
184.173.89.4,6
74.125.226.230,5
63.135.90.139,3
173.241.242.12,2
208.92.52.90,3
74.125.226.38,2
96.243.227.77,15
199.48.204.30,19
63.116.244.114,59
168.215.63.101,8
173.194.75.105,25
23.67.242.17,6
98.209.196.102,12
76.29.54.243,12
63.116.244.144,5
208.47.254.25,5
50.149.21.29,18
74.125.226.2,4
74.125.226.40,3
74.125.226.4,10
199.59.150.12,2
71.56.69.159,7
64.4.23.161,4
68.64.26.250,19
216.137.33.49,1
216.115.216.250,14
216.219.116.244,12
108.28.150.190,15
192.168.1.255,3
174.129.29.218,5
65.55.171.159,1
173.61.73.122,18
203.214.65.251,4
207.237.194.246,5
63.116.244.145,4
23.62.105.231,3
184.73.187.64,6
69.28.187.152,1
208.47.254.35,4
98.216.191.85,9
71.231.31.96,11
172.16.133.14,5
23.13.208.81,1
132.245.1.134,2
68.64.4.249,13
63.116.244.160,3
23.60.228.46,1
63.116.244.80,6
208.47.254.8,4
174.129.245.199,1
23.33.85.239,1
216.219.118.244,40
74.125.226.233,3
208.44.23.162,4
74.125.226.28,2
23.33.47.196,2
68.198.245.116,16
208.47.254.27,6
199.47.219.147,2
64.94.18.135,5
54.240.160.134,4
23.6.20.174,2
23.46.16.170,2
74.3.237.155,3
75.101.140.131,12
64.94.107.34,1
66.235.143.121,1
23.62.104.251,5
204.14.235.124,12
15.193.0.234,115
4.23.40.126,4
74.125.226.231,3
68.64.21.35,163
172.16.133.89,1
199.48.206.210,18
67.69.174.115,4
50.19.208.49,2
67.69.174.18,2
75.98.35.10,3
66.77.124.68,3
199.48.206.78,6
107.21.214.225,11
199.48.206.108,9
75.126.109.194,5
184.173.189.190,6
199.48.206.68,4
23.46.17.144,1
190.93.240.8,3
174.35.22.147,3
172.16.133.81,1
96.43.146.177,3
184.96.221.120,4
66.235.139.153,5
67.217.94.135,2
63.147.189.115,10
192.147.107.13,2
205.188.2.206,2
98.139.225.42,4
74.217.1.80,1
50.17.246.106,1
193.182.8.55,12
107.20.158.52,42
64.94.18.142,3
68.64.25.250,12
112.208.136.11,1
64.94.107.46,2
64.94.107.11,8
68.64.5.249,17
23.67.242.81,1
67.17.193.41,3
107.21.110.186,2
64.94.107.55,3
54.243.97.145,1
216.115.209.254,13
172.16.133.30,121
96.120.66.45,10
4.68.127.209,2
23.15.128.251,1
74.217.1.83,1
108.59.243.196,6
173.194.43.2,1
172.16.133.22,3
184.72.243.110,2
67.217.86.242,1
23.62.196.46,2
74.125.226.232,6
50.17.220.219,2
69.31.34.129,2
173.167.57.162,2
68.86.82.242,1
173.194.68.125,9
78.108.119.250,12
193.182.8.24,4
108.13.146.190,8
74.125.170.143,126
74.125.226.39,2
96.242.17.13,15
209.139.228.58,9
54.242.56.178,7
64.94.107.58,7
74.125.226.199,4
74.125.170.114,18
180.153.31.250,18
174.129.20.55,18
74.125.228.127,1
23.33.85.199,37
72.21.91.196,7
23.67.242.83,2
193.182.8.51,2
64.30.236.35,1
64.215.255.17,5
216.38.163.167,1
72.14.239.93,6
165.121.238.181,2
208.89.14.135,3
157.55.130.152,2
23.45.65.41,1
66.235.146.171,9
216.137.33.161,7
66.92.149.253,8
67.69.174.32,1
174.65.136.31,3
192.147.107.14,4
157.55.235.157,1
213.199.179.142,1
151.193.254.39,1
108.160.161.158,1
72.14.238.16,3
72.21.214.199,1
204.14.235.101,30
108.32.188.171,9
98.129.142.248,8
208.74.204.95,8
72.21.91.97,5
63.116.244.170,1
63.85.36.24,1
108.162.199.98,18
172.16.139.247,1
23.67.242.41,1
216.137.33.73,40
72.21.91.121,26
172.16.139.253,5
173.252.100.27,15
205.153.84.114,3
23.62.195.78,10
23.62.164.136,6
23.6.17.224,27
23.67.243.40,7
172.16.139.249,1
4.28.73.137,4
23.32.180.136,10
23.45.65.10,19
173.192.42.179,4
67.228.244.117,3
67.228.30.242,3
12.130.81.228,2
31.13.77.42,4
68.64.28.66,3
213.199.179.161,2
199.59.148.247,5
173.194.73.99,7
23.67.242.50,6
111.221.77.150,2
74.125.226.246,7
141.101.123.194,5
204.93.223.146,9
72.21.91.111,4
209.167.231.15,5
96.3.161.187,3
74.122.143.12,5
64.74.103.175,4
74.125.226.89,3
174.35.22.19,3
98.139.225.43,18
204.13.194.137,6
75.125.82.68,1
216.146.35.240,1
69.59.149.117,4
69.42.109.196,2
72.32.11.141,1
173.201.252.207,24
12.130.48.50,42
193.182.8.75,2
173.194.43.8,3
12.130.48.51,35
75.98.93.51,1
63.116.244.83,2
157.55.145.210,2
107.20.206.100,2
54.235.184.94,2
23.62.193.244,7
23.21.118.18,9
108.170.193.53,64
204.144.141.26,1
208.71.125.131,4
23.13.208.74,2
172.16.133.234,42
216.137.33.81,13
50.116.194.23,5
64.236.116.3,2
23.15.128.66,4
74.125.226.217,7
74.125.226.205,6
64.5.35.24,1
205.210.187.119,12
107.22.3.252,3
208.71.125.1,18
216.239.49.145,5
199.7.54.72,1
69.172.216.156,13
74.125.226.218,12
8.18.45.80,5
23.33.85.215,7
157.56.134.97,22
64.236.101.12,3
69.171.241.10,3
205.210.187.180,2
208.91.175.36,3
54.243.145.248,8
8.18.45.81,2
54.243.192.249,4
209.190.70.254,19
205.210.187.222,3
65.54.81.133,20
204.13.194.136,2
64.27.99.250,3
23.60.224.191,3
54.243.105.25,3
209.190.106.126,9
8.19.18.18,1
216.52.121.177,6
72.21.194.32,2
74.121.142.248,3
65.55.71.93,1
208.47.254.42,1
72.32.20.57,1
173.204.219.5,4
174.129.250.132,1
96.43.146.49,45
173.194.43.63,1
216.157.106.190,2
208.47.254.57,6
184.84.36.46,7
67.171.115.41,9
204.154.111.33,12
67.69.174.129,3
74.125.226.1,8
74.201.34.2,4
74.125.142.95,4
74.217.253.61,2
206.165.250.99,3
74.125.239.15,1
74.121.139.112,5
205.188.93.194,2
157.56.232.182,1
208.71.125.129,12
8.30.199.67,1
209.94.144.19,1
54.243.97.248,3
64.208.138.244,8
68.67.159.224,1
199.16.156.40,2
172.16.128.234,6
67.69.174.130,9
64.215.255.57,4
107.22.223.184,4
38.126.130.199,2
50.22.198.102,5
24.238.106.59,2
76.13.234.33,4
64.215.255.94,4
184.84.3.53,13
23.0.60.101,9
97.104.102.121,5
76.92.112.222,8
71.126.171.148,8
23.33.44.168,2
157.56.241.118,7
66.235.138.2,1
50.116.194.21,5
65.19.76.135,6
107.23.217.190,2
213.199.179.158,1
24.63.143.150,3
107.22.183.9,2
174.129.2.251,2
65.54.81.135,10
35.24.119.169,8
76.1.227.84,1
71.9.60.231,31
66.69.19.126,42
74.121.134.211,1
173.241.242.153,3
64.208.138.248,4
67.69.196.33,1
199.27.74.193,3
157.55.56.162,1
173.192.208.195,1
68.64.28.70,4
192.221.102.253,6
15.240.238.52,4
67.69.174.8,3
173.62.112.151,7
173.194.43.4,1
208.47.254.89,2
64.208.138.143,3
157.55.130.158,1
68.64.28.24,2
67.228.168.216,1
64.208.138.117,4
72.21.203.149,1
208.47.254.34,5
23.61.0.81,4
23.60.240.63,11
173.194.73.104,31
74.125.226.79,2
4.71.172.86,4
174.129.141.188,1
119.47.118.78,3
23.20.26.196,16
64.208.138.113,8
199.27.72.130,14
216.137.33.1,4
107.21.93.12,6
216.137.33.109,7
204.85.83.100,8
72.21.215.132,4
64.74.80.70,1
74.125.133.125,2
74.125.226.70,186
74.125.226.14,56
72.21.207.18,1
64.94.18.161,2
208.44.23.50,3
54.241.29.133,36
107.22.194.87,1
72.44.52.222,12
173.194.43.62,1
107.20.203.158,4
23.23.107.148,1
64.208.138.245,2
68.67.159.159,1
64.94.107.25,7
54.240.160.158,2
74.205.116.37,1
199.59.148.11,2
67.69.196.48,2
174.129.204.13,1
67.69.196.155,3
67.69.196.152,4
67.69.196.24,1
66.38.255.10,2
72.21.211.130,3
107.3.185.158,1
128.153.206.97,1
66.168.57.109,1
184.169.137.94,4
173.167.56.110,2
50.18.252.109,13
204.14.235.118,1
66.59.190.194,1
23.21.214.217,12
75.126.58.194,1
204.246.169.222,17
72.233.61.125,5
74.125.226.30,3
173.194.43.1,1
66.220.152.19,13
176.32.96.6,3
208.68.110.117,2
67.69.196.153,1
173.2.154.228,7
67.69.174.113,1
31.13.77.58,10
208.68.110.119,7
23.67.243.42,6
23.60.159.231,2
63.116.244.130,1
69.89.93.5,2
31.13.74.10,8
67.69.199.118,1
67.69.196.59,2
74.217.34.33,7
176.32.96.31,8
50.57.17.148,3
70.42.13.100,1
141.101.123.8,3
108.160.161.162,1
63.146.126.10,5
157.166.226.108,3
199.59.150.43,6
76.168.9.61,1
157.55.211.160,2
64.236.116.18,2
54.240.160.30,8
96.43.146.13,4
69.171.246.16,3
69.171.248.16,1
23.21.84.31,3
157.56.52.28,1
199.27.208.20,62
54.240.160.238,10
204.246.169.43,2
74.125.226.24,2
205.210.187.135,1
23.21.81.234,2
199.27.208.19,2
23.45.65.65,3
72.32.20.63,3
204.232.250.59,3
193.149.47.76,3
107.21.255.53,5
67.69.196.139,4
208.93.140.140,1
108.13.7.222,38
71.62.158.222,22
176.32.100.5,1
74.125.226.85,18
67.69.196.40,3
204.246.169.70,11
208.47.254.49,1
198.61.152.151,4
204.11.109.61,3
108.170.196.147,1
216.221.224.26,6
23.61.31.139,8
157.166.255.246,1
157.166.255.245,1
204.14.233.101,4
74.122.143.24,3
8.27.253.125,5
23.13.210.227,2
173.194.43.56,1
54.243.66.79,2
23.32.181.109,13
108.160.161.163,1
204.13.194.191,5
63.135.90.138,2
184.172.28.153,4
208.111.135.60,3
23.21.65.96,3
108.168.136.156,2
173.252.71.6,1
54.243.108.184,1
23.33.44.79,1
184.172.28.156,1
98.113.186.78,3
202.79.18.77,1
173.241.242.7,5
23.32.178.116,1
216.52.242.97,1
65.55.71.195,1
108.161.187.32,1
107.6.106.10,7
207.171.163.14,17
66.175.214.5,2
66.114.52.21,1
69.171.246.17,1
173.241.242.187,1
184.73.220.229,1
23.67.242.24,1
64.12.96.244,1
74.117.199.102,1
67.203.19.35,2
69.20.31.45,1
216.52.121.178,9
15.201.8.73,23
8.27.247.119,13
157.56.240.246,2
199.59.150.39,1
23.33.87.130,3
85.90.254.45,1
149.174.149.39,2
128.208.92.167,1
23.23.139.110,5
66.235.138.44,1
93.184.216.229,1
107.20.232.172,1
107.21.236.54,1
64.4.11.25,1
204.160.99.126,3
23.67.243.43,2
23.60.225.169,1
68.67.159.235,3
174.36.237.101,4
173.193.216.81,2
67.202.66.160,5
65.55.71.43,1
173.194.74.191,14
199.47.218.150,1
216.137.33.37,4
66.119.34.40,3
64.208.138.101,1
17.171.4.36,1
208.78.169.230,2
23.33.91.120,4
23.21.72.43,1
174.35.22.39,2
72.21.214.200,2
204.93.223.148,2
67.217.177.126,5
204.11.51.34,3
67.217.177.187,3
23.67.243.58,7
23.67.243.19,14
23.67.242.80,9
64.208.138.176,3
23.67.243.66,2
184.172.28.158,1
50.17.197.129,2
184.72.158.31,2
216.246.14.25,1
74.122.143.73,1
209.99.98.33,21
64.12.249.201,1
199.30.80.32,2
64.12.239.201,1
38.97.103.136,2
193.182.8.38,1
107.21.54.29,4
174.129.214.80,2
107.23.217.81,2
208.85.41.43,2
107.20.92.205,2
91.190.218.65,2
216.137.33.233,4
216.219.117.244,15
4.69.134.78,4
4.69.155.78,1
64.12.152.13,1
63.116.244.153,2
23.62.196.163,1
74.125.226.92,2
24.171.169.137,1
202.173.25.200,12
172.16.128.105,2
66.235.139.118,1
108.170.196.142,1
23.45.65.25,2
63.140.58.150,1
72.28.142.76,4
96.43.146.32,2
82.76.30.122,1
157.56.52.23,1
64.94.107.19,1
64.94.107.48,1
17.164.0.36,5
17.172.192.78,1
54.242.202.249,1
17.164.0.8,2
173.192.115.20,1
54.243.243.51,1
74.125.226.16,4
74.125.226.17,3
67.210.115.228,7
74.125.226.226,4
74.125.226.206,1
107.20.234.161,2
208.98.232.43,36
23.23.126.165,2
23.45.65.42,3
74.125.226.35,1
168.87.1.242,2
74.125.226.198,1
111.221.77.147,1
207.237.204.87,1
65.54.80.250,1
66.199.173.81,2
173.194.68.95,8
23.67.243.48,2
206.190.57.60,3
74.63.41.218,2
192.168.1.8,2
23.62.194.77,1
50.19.93.194,5
93.184.216.169,6
54.241.145.17,2
50.16.204.12,3
98.137.80.31,1
74.125.228.119,1
54.235.137.123,1
108.162.205.83,1
74.125.228.113,18
98.138.47.199,2
74.201.120.8,1
199.27.208.55,18
23.33.83.243,47
23.67.243.25,3
216.27.91.218,30
23.21.132.234,2
23.60.246.35,1
207.171.163.205,2
172.16.133.91,3
91.190.216.53,1
74.63.51.79,35
23.67.243.50,6
74.63.52.167,118
76.96.40.158,3
199.27.208.32,1
116.90.133.49,12
66.175.215.85,8
68.142.253.40,1
68.142.253.72,1
167.8.226.9,3
23.45.65.67,4
63.97.94.126,33
193.120.199.14,1
68.64.28.164,1
67.217.94.156,2
167.8.226.13,7
208.85.44.22,37
66.151.183.41,4
54.234.89.21,2
128.177.36.73,28
23.67.242.211,1
184.75.210.3,5
67.69.196.176,2
67.69.174.114,3
109.148.19.93,1
107.21.205.223,2
74.113.233.133,1
23.67.243.26,5
173.194.73.94,6
74.125.226.37,21
128.177.36.72,59
178.255.83.1,2
217.118.26.135,2
23.0.54.218,1
192.150.16.64,2
68.71.216.157,2
15.240.238.56,3
15.216.110.21,5
23.67.243.91,1
199.127.194.178,2
50.17.207.24,3
69.31.117.22,3
68.71.212.152,3
15.216.110.22,1
4.69.155.206,1
128.177.36.78,2
63.116.244.155,19
15.192.136.170,38
63.116.244.162,3
74.125.228.115,5
113.28.52.78,1
23.32.177.224,1
74.125.228.114,1
108.170.194.161,2
50.116.194.24,7
64.208.138.174,1
64.215.255.95,6
65.54.165.64,1
208.71.123.131,2
199.7.48.72,1
174.67.109.47,1
174.37.236.20,1
216.10.195.152,2
216.137.33.221,5
111.221.74.28,1
63.116.244.81,3
64.215.255.88,1
74.125.226.33,6
96.226.88.52,1
